sku_id,product_category,week_id,sales_qty,inventory_begin,inventory_end,receipts,lead_time_days,unit_cost,holding_cost_rate
WR-006,Wearables,2023-W32,37.0,472.0,435,0,0,51.56,0.3
AU-003,Audio,2024/W43,225.0,1007.0,782,0,0,52.28,0.28
WR-005,Wearables,2025-W33,70.0,940.0,870,0,0,131.41,0.3
CP-010,Computer Peripherals,2024-W27,24.0,992.0,968,0,0,41.81,0.25
CP-006,Computer Peripherals,W45-2025,54.0,317.0,553,290,36,48.7,0.25
AU-002,Audio,2023-W15,132.0,1122.0,990,0,0,25.58,0.28
CP-005,Computer Peripherals,2025-W05,49.0,512.0,463,0,0,25.49,0.25
AU-008,Audio,2023-W46,47.0,808.0,761,0,0,41.93,0.28
WR-006, Wearables,2025-W36,37.0,538.0,501,0,0,51.56,0.3
SH-008,Smart Home,2023-W23,14.0,371.0,357,0,0,34.45,0.25
AU-002,Audio,2025-W52,312.0,1113.0,801,0,0,25.58,0.28
MA-006,Mobile Accessories,2024/W27,166.0,1490.0,1324,0,0,19.49,0.25
CP-009,Computer Peripherals,2023-W31,30.0,1224.0,1194,0,0,49.81,0.25
MA-009,Mobile Accessories,2023-W30,79.0,5145.0,5066,0,0,7.95,0.25
AU-006,Audio,2024-W08,136.0,,1426,0,0,77.66,0.28
WR-009,Wearables,2024-W35,13.0,646.0,633,0,0,89.7,0.3
WR-003,Wearables,2024-W01,75.0,1099.0,1024,0,0,115.26,0.3
SH-006,Smart Home,2025-W34,52.0,355.0,303,0,0,58.23,0.25
CP-001,Computer Peripherals,2024-W35,152.0,1228.0,1076,0,0,44.52,0.25
WR_010,Wearables,2023-W44,32.0,634.0,602,0,0,38.2,0.3
CP-007,Computer Peripherals,2025-W09,109.0,661.0,1086,534,26,24.22,0.25
WR-007,Wearables,2023-W45,108.0,230.0,122,0,0,65.79,0.3
CP-010,Computer Peripherals,2025-W40,14.0,817.0,803,0,0,41.81,0.25
CP-008,Computer Peripherals,2024-W25,13.0,583.0,570,0,0,23.96,0.25
MA-002,Mobile Accessories,2024-W26,386.0,1942.0,3368,1812,26,13.18,0.25
CP-007,PC Peripherals,2025-W10,116.0,1086.0,970,0,0,24.22,0.25
SH-001,Smart Home,2024-W21,49.0,441.0,646,254,43,62.71,0.25
WR-005,Wearables,2025-W39,57.0,940.0,883,0,0,131.41,0.3
MA-004,Mobile Accessories,2023-W51,169.0,1503.0,1334,0,0,17.72,0.25
CP-007,Computer Peripherals,2025/W04,109.0,756.0,1086,439,25,24.22,0.25
AU-008,Audio,2023-W37,17.0,936.0,919,0,0,41.93,0.28
WR-002,Wearables,2023-W45,259.0,316.0,57,0,0,50.33,0.3
CP-003,Computer Peripherals,2023-W29,104.0,816.0,1274,562,20,41.52,0.25
AU-005,Audio,2025-W16,85.0,901.0,816,0,0,16.42,0.28
CP-002,Computer Peripherals,2023-W26,67.0,343.0,276,0,0,9.25,0.25
SH-008,Smart Home,2025-W34,14.0,312.0,298,0,0,34.45,0.25
AU-003,Audio,2024-W22,111.0,1016.0,905,0,0,52.28,0.28
CP-002,Computer Peripherals,2023-W39,84.0,581.0,497,0,0,9.25,0.25
AU-010,Audio,2023-W51,111.0,2010.0,1899,0,0,57.05,0.28
SH-008,Smart Home,2025-W14,12.0,300.0,288,0,0,34.45,0.25
SH-009,Smart Home,2023-W03,6.0,340.0,334,0,0,28.7,0.25
WR-002,Wearables,2024-W28,58.0,664.0,606,0,0,50.33,0.3
AU-010,Audio,2023-W32,36.0,2010.0,1974,0,0,57.05,0.28
SH-005,Smart Home,2024-W35,23.0,172.0,149,0,0,69.09,0.25
SH-007,Smart Home,2025-W40,88.0,564.0,476,0,0,36.19,0.25
SH-001,Smart Home,2025-W25,59.0,610.0,551,0,0,62.71,0.25
MA-003,Mobile Accessories,2025-W14,197.0,1276.0,1079,0,0,5.65,0.25
MA-003,Mobile Accessories,2025-W42,258.0,849.0,1659,1068,25,5.65,0.25
WR-002,Wearables,2025-W13,49.0,706.0,657,0,0,50.33,0.3
AU-010,audio,2023-W37,31.0,1840.0,1809,0,0,57.05,0.28
WR-001,Wearables,2025-W08,42.0,871.0,829,0,0,87.21,0.3
MA-002,Mobile Accessories,2024-W32,366.0,3368.0,3002,0,0,13.18,0.25
MA-007,Mobile Accessories,2024-W47,268.0,2214.0,4135,2189,25,6.61,0.25
CP-003,Computer Peripherals,2024-W15,114.0,951.0,1274,437,27,41.52,0.25
WR-007,Wearables,2025-W33,32.0,425.0,651,0,0,65.79,0.3
AU-005,Audio,2024-W29,62.0,969.0,907,0,0,16.42,0.28
MA-006,Mobile Accessories,2024-W35,164.0,1210.0,1046,0,0,19.49,0.25
CP-005,Computer Peripherals,2025-W03,44.0,606.0,562,0,0,25.49,0.25
SH-007,Smart Home ,2025-W05,96.0,649.0,553,0,0,36.19,0.25
WR-009,Wearables,2023-W10,14.0,608.0,594,0,0,89.7,0.3
MA-007,Mobile Accessories,2024-W40,374.0,3072.0,2698,0,0,6.61,0.25
MA-003,Mobile Accessories,2023-W08,180.0,1493.0,1313,0,0,5.65,0.25
AU-004,Audio,2025-W46,146.0,557.0,411,0,0,53.31,0.28
MA-001,Mobile Accessories,2023-W24,207.0,1949.0,3082,1340,28,19.16,0.25
WR-002,Wearables,2023-W47,231.0,0.0,767,998,37,50.33,0.3
AU-001,Audio,2024-W04,111.0,1131.0,1020,0,0,43.01,0.28
AU-007,Audio,2025-W49,225.0,2356.0,2131,0,0,32.71,0.28
MA-007,Mobile Accessories,2025-W35,356.0,3747.0,3391,0,0,6.61,0.25
AU-010,Audio,2025-W47,104.0,1319.0,1215,0,0,57.05,0.28
SH-007,Smart Home,2025-W26,70.0,584.0,514,0,0,36.19,0.25
SH-004,Smart Home,2024-W13,24.0,267.0,243,0,0,24.17,0.25
CP-002,Computer Peripherals,2025-W28,73.0,517.0,444,0,0,9.25,0.25
CP-007,Computer Peripherals,2023-W09,98.0,1086.0,988,0,0,24.22,0.25
MA-001,Mobile Accessories,2024-W14,236.0,1958.0,1722,0,0,19.16,0.25
WR-004,Wearables,2025-W01,80.0,1691.0,1611,0,0,128.43,0.3
SH-007,Smart Home,2025-W47,75.0,717.0,642,0,0,36.19,0.25
WR-010,Wearables,2024-W09,11.0,545.0,534,0,0,38.2,0.3
SH-003,Smart Home,2023-W15,46.0,460.0,414,0,0,51.34,0.25
WR_004,Wearables,2025-W48,331.0,714.0,383,0,0,128.43,0.3
AU-005,Audio,2023-W25,65.0,917.0,852,0,0,16.42,0.28
CP-007,Computer Peripherals,2024-W31,104.0,863.0,759,0,0,24.22,0.25
MA-009,Mobile Accessories,2025-W51,780.0,4408.0,4330,0,0,7.95,0.25
AU-007,Audio,2023-W45,436.0,749.0,2356,2043,24,32.71,0.28
CP-001,Computer Peripherals,2023-W27,135.0,1126.0,991,0,0,44.52,0.25
MA-005,Mobile Accessories,2024-W35,239.0,2822.0,2583,0,0,15.04,0.25
AU-007,Audio,2025-W48,317.0,1140.0,2356,1533,24,32.71,0.28
CP-008,Computer Peripherals,2023-W02,11.0,605.0,594,0,0,23.96,0.25
AU-009,Audio,2025-W30,18.0,,1107,0,0,14.34,0.28
SH-009,Smart Home,2024-W28,9.0,292.0,283,0,0,28.7,0.25
SH-008,Smart Home,2023-W51,11.0,287.0,399,123,22,34.45,0.25
CP-005,PC Peripherals,2024-W31,74.0,401.0,327,0,0,25.49,0.25
MA-005,Mobile Accessories,2024-W21,279.0,2215.0,3474,1538,25,15.04,0.25
CP-005,Computer Peripherals,2024-W19,52.0,560.0,508,0,0,25.49,0.25
SH-010,Smart Home,2024-W43,21.0,898.0,877,0,0,68.84,0.25
WR-002,Wearables,2024-W01,45.0,0.0,767,812,50,50.33,0.3
CP-001,Computer Peripherals,2025-W25,120.0,1111.0,991,0,0,44.52,0.25
AU-002,Audio,2024-W36,104.0,1026.0,922,0,0,25.58,0.28
AU-009,Audio,2025-W10,18.0,898.0,1020,140,25,14.34,0.28
SH-003,Smart Home,2024-W06,46.0,434.0,388,0,0,51.34,0.25
WR_006,Wearables,2025-W10,29.0,502.0,473,0,0,51.56,0.3
MA-O03,Mobile Accessories,2025-W38,211.0,1659.0,1448,0,0,5.65,0.25
SH-O05,Smart Home,2025-W12,32.0,139.0,107,0,0,69.09,0.25
AU-010,Audio,2024-W18,42.0,1743.0,1701,0,0,57.05,0.28
MA-004,Mobile Accessories,2024-W21,150.0,1655.0,1505,0,0,17.72,0.25
MA-002,Mobile Accessories,2024-W15,313.0,2646.0,2333,0,0,13.18,0.25
MA-007,Mobile Accessories,2024-W15,245.0,,2375,0,0,6.61,0.25
CP-001,Computer Peripherals,2024-W22,100.0,1040.0,940,0,0,44.52,0.25
MA-004,Mobile Accessories,2024-W19,227.0,1309.0,1082,0,0,17.72,0.25
MA-008,Mobile Accessories,2023-W51,42.0,2245.0,2203,0,0,8.17,0.25
SH-008,Smart Home,2025-W44,20.0,305.0,285,0,0,34.45,0.25
SH-002,Smart Home,2024-W34,41.0,751.0,710,0,0,56.97,0.25
SH-010,Smart Home,2023-W37,18.0,988.0,970,0,0,68.84,0.25
AU-002,Audio,2024-W23,130.0,1350.0,1220,0,0,25.58,0.28
SH-005,Smart Home,2023-W33,25.0,141.0,116,0,0,69.09,0.25
MA-007,Mobile Accessories,2024-W22,323.0,4135.0,3812,0,0,6.61,0.25
AU-002,Audio,2024-W03,94.0,1340.0,1246,0,0,25.58,0.28
WR-007,Wearables,2025-W25,37.0,491.0,454,0,0,65.79,0.3
CP-006,Computer Peripherals,2024-W52,53.0,501.0,448,0,0,48.7,0.25
SH-003,Smart Home,2024-W48,38.0,426.0,559,171,33,51.34,0.25
AU-008,Audio,2025-W40,43.0,951.0,908,0,0,41.93,0.28
MA-001,Mobile Accessories,2024-W50,239.0,2350.0,3082,971,22,19.16,0.25
SH-003,Smart Home,2024-W27,38.0,520.0,482,0,0,51.34,0.25
WR-001,Wearables,2023-W26,36.0,817.0,542,0,0,87.21,0.3
SH-003,Smart Home,2025-W33,62.0,510.0,448,0,0,51.34,0.25
MA-001,Mobile Accessories,2025-W29,252.0,2510.0,2258,0,0,19.16,0.25
WR-004,Wearables,2024-W50,313.0,1120.0,807,0,0,128.43,0.3
AU-010,Audio,2024-W08,31.0,1560.0,1529,0,0,57.05,0.28
WR-008,WEARABLES,2024-W24,13.0,771.0,758,0,0,121.16,0.3
AU-002,AUDIO,2023-W17,153.0,1462.0,1309,0,0,25.58,0.28
WR-009,Wearables,2023-W03,11.0,690.0,679,0,0,89.7,0.3
AU-010,Audio,2025-W04,30.0,1737.0,1707,0,0,57.05,0.28
MA-009,Mobile Accessories,2024-W47,87.0,4827.0,4740,0,0,7.95,0.25
WR-003,Wearables,2023-W33,68.0,1099.0,1031,0,0,115.26,0.3
SH-010,Smart Home,2025-W16,24.0,992.0,968,0,0,68.84,0.25
AU-007,Audio,2024-W27,154.0,1837.0,2356,673,28,32.71,0.28
WR-007,Wearables,2023-W50,79.0,,232,0,0,65.79,0.3
WR-001,Wearables,2024-W22,53.0,911.0,776,0,0,87.21,0.3
CP-009,Computer Peripherals,2024-W04,33.0,1324.0,1291,0,0,49.81,0.25
CP-008,Computer Peripherals,2025-W10,2.0,621.0,606,0,0,23.96,0.25
AU-007,Audio,2024-W05,168.0,2231.0,2063,0,0,32.71,0.28
CP-008,Computer Peripherals,2024-W22,14.0,621.0,607,0,0,23.96,0.25
AU-001,Audio,2025-W07,116.0,1131.0,1015,0,0,43.01,0.28
AU-006,Audio,2025-W15,132.0,1445.0,1866,553,21,77.66,0.28
AU-001,Audio,2025-W14,60.0,,848,0,0,43.01,0.28
MA-010,Mobile Accessories,2023-W51,88.0,3295.0,3207,0,0,7.97,0.25
CP-008,Computer Peripherals,2025-W37,15.0,549.0,534,0,0,23.96,0.25
SH-010,Smart Home,2023-W30,17.0,,877,0,0,68.84,0.25
WR-010,Wearables,2024-W43,48.0,579.0,531,0,0,38.2,0.3
AU-002,Audio,2025-W20,,1462.0,1326,0,0,25.58,0.28
MA-009,Mobile Accessories,2023-W12,76.0,4923.0,4847,0,0,7.95,0.25
SH-004,Smart Home,2023-W42,14.0,225.0,211,0,0,24.17,0.25
MA-001,Mobile Accessories,2023-W38,272.0,2393.0,2121,0,0,19.16,0.25
WR-008,Wearables,2025-W23,12.0,748.0,736,0,0,121.16,0.3
MA-007,Mobile Accessories,2025-W07,311.0,3865.0,3554,0,0,6.61,0.25
AU-007,Audio,2025-W51,241.0,1725.0,1484,0,0,32.71,0.28
WR-010,Wearables,2025-W44,31.0,675.0,644,0,0,38.2,0.3
AU-009,Audio,2024-W18,14.0,944.0,930,0,0,14.34,0.28
SH-008,Smart Home,2024-W49,16.0,399.0,383,0,0,34.45,0.25
WR-003,Wearables,2025-W39,69.0,674.0,1099,494,34,115.26,0.3
AU-003,Audio,2023-W09,920.0,889.0,797,0,0,52.28,0.28
WR-009,Wearables,2025-W49,41.0,521.0,480,0,0,89.7,0.3
AU-005,AUDIO,2024-W42,198.0,807.0,609,0,0,16.42,0.28
MA-001,Mobile Accessories,2024-W44,247.0,2187.0,1940,0,0,19.16,0.25
SH-001,Smart Home,2023-W37,49.0,442.0,646,253,38,62.71,0.25
SH-009 ,Smart Home,2024-W10,8.0,351.0,343,0,0,28.7,0.25
MA-005,Mobile Accessories,2023-W39,224.0,2343.0,3474,1355,21,15.04,0.25
CP-003,Computer Peripherals,2025-W15,119.0,1164.0,1045,0,0,41.52,0.25
WR-010,Wearables,2023-W14,8.0,673.0,665,0,0,38.2,0.3
AU-001,Audio,2023-W07,90.0,951.0,861,0,0,43.01,0.28
MA_004,Mobile Accessories,2023-W16,165.0,1195.0,1030,0,0,17.72,0.25
MA-003,Mobile Accessories,2023-W04,204.0,1185.0,981,0,0,5.65,0.25
WR-006,Wearables,2023-W04,,421.0,385,0,0,51.56,0.3
SH-003,Smart Home,2024-W38,45.0,472.0,427,0,0,51.34,0.25
AU-004,Audio,2025-W33,52.0,472.0,757,337,26,53.31,0.28
AU-010,Audio,2025-W31,43.0,2010.0,1967,0,0,57.05,0.28
CP-003,Computer Peripherals,2024-W39,103.0,872.0,769,0,0,41.52,0.25
MA-002,MOBILE ACCESSORIES,2024-W44,377.0,3007.0,2630,0,0,13.18,0.25
AU-O04,Audio,2025-W50,112.0,27.0,757,842,29,53.31,0.28
MA-009,Mobile Accessories,2023-W16,64.0,4616.0,4552,0,0,7.95,0.25
SH-005,Smart Home,2023-W52,19.0,146.0,127,0,0,69.09,0.25
SH-008,Smart Home,2024-W05,19.0,342.0,323,0,0,34.45,0.25
AU-004,Audio,2024-W48,178.0,416.0,238,0,0,53.31,0.28
AU-007,Audio,2023-W03,127.0,2074.0,1947,0,0,32.71,0.28
MA-010,Mobile Accessories,2023-W03,97.0,3368.0,3271,0,0,7.97,0.25
MA-003,Mobile Accessories,2023-W23,140.0,,1163,0,0,5.65,0.25
SH-006,Smart Home,2023-W45,31.0,200.0,355,186,44,58.23,0.25
SH-006,Smart Home,2023-W38,22.0,312.0,290,0,0,58.23,0.25
MA-003,Mobile Accessories,2023-W38,200.0,1470.0,1270,0,0,5.65,0.25
AU-002,Audio,2025-W50,290.0,0.0,1462,1752,26,25.58,0.28
CP-001,Computer Peripherals,2024-W44,133.0,952.0,1388,569,20,44.52,0.25
CP-002,Computer Peripherals,2023-W09,60.0,378.0,318,0,0,9.25,0.25
MA-007,Mobile Accessories,2023-W35,275.0,3397.0,3122,0,0,6.61,0.25
MA-004,Mobile Accessories,2024-W35,164.0,1357.0,1193,0,0,17.72,0.25
SH-007,Smart Home ,2025-W05,96.0,649.0,553,0,0,36.19,0.25
MA-009,Mobile Accessories,2024-W23,85.0,4878.0,4793,0,0,7.95,0.25
SH-006,SMART HOME,2025-W52,32.0,201.0,355,186,26,58.23,0.25
AU-005,Audio,2025-W46,173.0,,606,0,0,16.42,0.28
CP-002,Computer Peripherals,2023-W37,62.0,387.0,325,0,0,9.25,0.25
MA-002,Mobile Accessories,2023-W02,302.0,2983.0,2681,0,0,13.18,0.25
MA-009,Mobile Accessories,2024-W31,56.0,4274.0,5145,927,18,7.95,0.25
AU-004,Audio,2024-W19,46.0,568.0,757,235,37,53.31,0.28
MA-008,Mobile Accessories,2024-W29,51.0,2394.0,2343,0,0,8.17,0.25
AU-001,Audio,2023-W16,90.0,1021.0,931,0,0,43.01,0.28
WR-O09,Wearables,2023-W09,11.0,,608,0,0,89.7,0.3
SH-003,Smart Home,2025-W09,60.0,442.0,382,0,0,51.34,0.25
AU-001,Audio,2024-W12,850.0,953.0,868,0,0,43.01,0.28
WR-007,Wearable Devices,2024-W32,31.0,,526,204,40,65.79,0.3
MA-006,Mobile Accessories,2023-W32,156.0,1187.0,1662,631,26,19.49,0.25
CP-0O6,Computer Peripherals,2023-W50,49.0,353.0,553,249,22,48.7,0.25
WR-006,Wearables,2023-W37,39.0,470.0,431,0,0,51.56,0.3
CP-003,Computer Peripherals,2023-W12,59.0,1123.0,1064,0,0,41.52,0.25
MA-010,Mobile Accessories,2023-W17,68.0,3295.0,3227,0,0,7.97,0.25
SH-002,Smart Home,2025-W37,59.0,472.0,751,338,20,56.97,0.25
CP-009,Computer Peripherals,2023-W12,37.0,1061.0,1451,427,28,49.81,0.25
SH-010,Smart Home,2023-W08,17.0,946.0,929,0,0,68.84,0.25
AU-005,Audio Products,2023-W43,183.0,431.0,248,0,0,16.42,0.28
AU-009,Audio,2023-W48,32.0,869.0,837,0,0,14.34,0.28
