sku_id,product_category,week_id,sales_qty,inventory_begin,inventory_end,receipts,lead_time_days,unit_cost,holding_cost_rate
AU-001,Audio,2024-W23,109.0,931.0,822,0,22,21.49,0.28
AU-001,Audio,2024-W24,141.0,822.0,681,0,31,21.49,0.28
AU-001,Audio,2024-W25,,681.0,590,0,34,21.49,0.28
AU-001,Audio,2024-W26,126.0,590.0,464,0,22,21.49,0.28
AU-001,Audio,2024-W27,108.0,464.0,356,0,24,21.49,0.28
AU-001,Audio,2024-W28,184.0,356.0,1031,667,31,21.49,0.28
AU-001,Audio,2024-W29,116.0,839.0,723,0,31,21.49,0.28
AU-001,Audio,2024-W30,149.0,723.0,574,0,27,21.49,0.28
AU-001,Audio,2024-W31,94.0,574.0,480,0,33,21.49,0.28
AU-001,Audio,2024-W32,106.0,480.0,374,0,20,21.49,0.28
AU-001,Audio,2024-W33,76.0,374.0,965,667,38,21.49,0.28
AU-001,Audio,2024-W34,114.0,965.0,851,0,23,21.49,0.28
AU-001,Audio,2024-W35,104.0,851.0,747,0,33,21.49,0.28
AU-001,Audio,2024-W36,103.0,747.0,644,0,17,21.49,0.28
AU-001,Audio,2024-W36,103.0,747.0,644,0,17,21.49,0.28
AU-001,Audio,2024-W37,120.0,644.0,524,0,36,21.49,0.28
AU-001,Audio,2024-W38,142.0,524.0,382,0,24,21.49,0.28
AU-001  ,Audio,2024-W39,146.0,382.0,903,667,29,21.49,0.28
AU-001,Audio,2024-W40,291.0,903.0,612,0,32,21.49,0.28
AU-001,Audio,2024-W41,137.0,612.0,475,0,40,21.49,0.28
AU-001,Audio,2024-W42,225.0,475.0,250,0,32,21.49,0.28
AU-001,Audio,2024-W43,147.0,250.0,770,667,31,21.49,0.28
AU-001,Audio,2024/W44,354.0,770.0,416,0,41,21.49,0.28
AU-001,Audio,2024-W45,450.0,416.0,633,667,31,21.49,0.28
AU-001,Audio,2024-W46,170.0,633.0,463,0,28,21.49,0.28
AU-001,Audio,2024-W47,189.0,463.0,274,0,29,21.49,0.28
AU-001,Audio,2024-W48,154.0,274.0,787,667,26,21.49,0.28
AU-001,Audio,2024-W49,193.0,787.0,594,0,24,21.49,0.28
AU-001,Audio,2024-W50,192.0,,402,0,27,21.49,0.28
AU-001,Audio,2024-W51,238.0,402.0,831,667,10,21.49,0.28
AU-001,Audio,2024-W52,90.0,831.0,741,0,25,21.49,0.28
AU-001,Audio,2025-W01,105.0,741.0,636,0,29,21.49,0.28
AU-001,Audio,2025-W02,90.0,636.0,546,0,28,21.49,0.28
AU-001,audio products,2025-W03,114.0,546.0,432,0,22,21.49,0.28
AU-001,audio products,2025-W04,139.0,432.0,960,667,29,21.49,0.28
AU-001,Audio,2025-W05,126.0,960.0,834,0,28,21.49,0.28
AU-001,Audio,2025-W06,169.0,834.0,665,0,32,21.49,0.28
AU-001,Audio,2025-W07,97.0,665.0,568,0,33,21.49,0.28
AU-001,Audio,2025-W08,65.0,568.0,503,0,28,21.49,0.28
AU-001,Audio,2025-W09,120.0,503.0,383,0,28,21.49,0.28
AU-001,Audio,2025-W10,-60.0,383.0,949,667,20,21.49,0.28
AU-001,Audio,2025-W11,89.0,949.0,860,0,28,21.49,0.28
AU-001,Audio,2025-W12,80.0,860.0,780,0,40,21.49,0.28
AU-001,Audio,2025-W12,80.0,860.0,780,0,40,21.49,0.28
AU-001,Audio,2025-W13,37.0,780.0,743,0,25,21.49,0.28
AU-001,Audio,2025-W14,114.0,743.0,629,0,31,21.49,0.28
AU-001,Audio,2025-W15,85.0,629.0,544,0,35,21.49,0.28
AU-001,Audio,2025-W16,72.0,544.0,472,0,24,21.49,0.28
AU-001,Audio,2025-W17,128.0,472.0,344,0,35,21.49,0.28
AU-001,Audio,2025-W18,72.0,344.0,939,667,46,21.49,0.28
AU-001,Audio,2025-W19,86.0,939.0,853,0,18,21.49,0.28
AU-001,Audio,2025-W20,125.0,853.0,728,0,25,21.49,0.28
AU-001,Audio,2025-W21,97.0,728.0,631,0,32,21.49,0.28
AU-001,Audio,2025-W22,68.0,631.0,563,0,16,21.49,0.28
AU-001,Audio,2025-W23,94.0,563.0,469,0,35,21.49,0.28
AU-001,Audio,2025-W24,95.0,469.0,374,0,39,21.49,0.28
AU-001,Audio,2025-W25,144.0,374.0,897,667,29,21.49,0.28
AU-y01,Audio,2025-W26,120.0,897.0,777,0,29,21.49,0.28
AU-001,Audio,2025-W27,115.0,777.0,662,0,25,21.49,0.28
AU-001,Audio,2025-W28,104.0,662.0,558,0,20,21.49,0.28
AU-001,Audio,2025-W29,49.0,558.0,509,0,35,21.49,0.28
AU-001,Audio,2025-W30,115.0,509.0,394,0,28,21.49,0.28
AU-001,Audio,2025-W31,,394.0,939,667,22,21.49,0.28
AU-001,Audio,2025-W31,,394.0,939,667,22,21.49,0.28
AU-001,Audio,2025-W32,83.0,939.0,856,0,26,21.49,0.28
AU_001,Audio,2025-W33,149.0,856.0,707,0,19,21.49,0.28
AU-001,Audio,2025-W34,38.0,707.0,669,0,24,21.49,0.28
AU-001,Audio,2025-W35,142.0,669.0,527,0,15,21.49,0.28
AU-001,Audio,2025-W36,78.0,527.0,449,0,29,21.49,0.28
AU-001,Audio,2025-W37,182.0,449.0,267,0,18,21.49,0.28
AU-001,audio products,2025-W38,72.0,267.0,862,667,30,21.49,0.28
AU-001,Audio,2025-W39,144.0,862.0,718,0,23,21.49,0.28
AU-001,Audio,2025-W40,132.0,718.0,586,0,31,21.49,0.28
AU-001,audio products,2025-W41,256.0,586.0,330,0,40,21.49,0.28
AU-001,Audio,2025-W42,258.0,330.0,739,667,33,21.49,0.28
AU-001,Audio,2025-W43,207.0,739.0,532,0,45,21.49,0.28
AU-001,Audio,2025-W44,250.0,532.0,282,0,23,21.49,0.28
AU-001,Audio,2025-W44,250.0,532.0,282,0,23,21.49,0.28
AU-001,Audio,2025-W45,484.0,282.0,465,667,17,21.49,0.28
AU-001,Audio,2025-W46,149.0,465.0,316,0,28,21.49,0.28
AU-001,Audio,2025-W47,222.0,316.0,761,667,26,21.49,0.28
AU-001,Audio,2025-W48,277.0,761.0,484,0,21,21.49,0.28
AU-001,Audio,2025-W49,225.0,484.0,259,0,25,21.49,0.28
AU-001,Audio,2025-W50,172.0,259.0,754,667,27,21.49,0.28
AU-00X,Audio,2025-W51,269.0,754.0,485,0,42,21.49,0.28
AU-001,Audio,2025-W52,254.0,485.0,231,0,10,21.49,0.28
AU-002,Audio,2023-W01,78.0,633.0,555,0,28,36.91,0.28
AU-002,Audio,2023-W02,97.0,555.0,458,0,29,36.91,0.28
AU-002,Audio,2023-W03,104.0,458.0,354,0,30,36.91,0.28
AU-002,Audio,2023-W04,110.0,354.0,244,0,24,36.91,0.28
AU-002,Audio,2023-W05,82.0,244.0,637,475,33,36.91,0.28
AU-002,Audio,2023-W06,67.0,637.0,570,0,22,36.91,0.28
AU-002,Audio,2023-W07,66.0,570.0,504,0,22,36.91,0.28
AU-002,Audio,2023W08,89.0,504.0,415,0,15,36.91,0.28
AU-002,Audio,2023-W09,48.0,415.0,367,0,41,36.91,0.28
AU-002,Audio,2023-W10,64.0,367.0,303,0,29,36.91,0.28
AU-002,Audio,2023-W11,49.0,303.0,729,475,28,36.91,0.28
AU-002,Audio,2023-W12,64.0,729.0,665,0,17,36.91,0.28
AU-002,Audio,2023-W13,105.0,665.0,560,0,36,36.91,0.28
AU-002,Audio,2023-W14,77.0,560.0,483,0,34,36.91,0.28
AU-002,Audio,2023-W15,116.0,483.0,367,0,33,36.91,0.28
AU-002,Audio,2023-W16,,367.0,279,0,29,36.91,0.28
AU-002,Audio,2023-W17,,279.0,662,475,25,36.91,0.28
AU-002,Audio,2023-W18,,662.0,589,0,31,36.91,0.28
AU-002,Audio,2023-W19,69.0,589.0,520,0,25,36.91,0.28
AU-002,Audio,2023-W20,79.0,520.0,441,0,36,36.91,0.28
AU-002,Audio,2023-W21,56.0,441.0,385,0,33,36.91,0.28
AU-002,Audio,2023-W22,94.0,385.0,291,0,33,36.91,0.28
AU-002,Audio,2023-W23,63.0,291.0,703,475,16,36.91,0.28
AU-002,Audio,2023-W24,90.0,703.0,613,0,29,36.91,0.28
AU-002,Audio,2023-W25,99.0,613.0,514,0,23,36.91,0.28
AU-002,Audio,2023-W26,94.0,514.0,420,0,35,36.91,0.28
AU-002,Audio,2023-W27,77.0,420.0,343,0,30,36.91,0.28
AU-002,Audio,2023W28,86.0,343.0,257,0,22,36.91,0.28
AU-002,Audio,2023-W29,89.0,257.0,643,475,39,36.91,0.28
AU-002,Audio,2023-W30,79.0,643.0,564,0,17,36.91,0.28
AU-002,Audio,2023-W31,65.0,564.0,499,0,15,36.91,0.28
AU-002,Audio,2023-W32,104.0,499.0,395,0,33,36.91,0.28
AU-002,Audio Products,2023-W33,69.0,395.0,326,0,18,36.91,0.28
AU-002,Audio,2023-W34,62.0,326.0,264,0,23,36.91,0.28
AU-002,Audio,2023-W35,81.0,264.0,658,475,28,36.91,0.28
AU-002,Audio,2023/W36,,658.0,553,0,23,36.91,0.28
AU-002,Aud.,2023-W37,49.0,553.0,504,0,19,36.91,0.28
AU-002,Audio,2023-W38,78.0,504.0,426,0,22,36.91,0.28
AU 002,Audio,2023-W39,73.0,426.0,353,0,24,36.91,0.28
AU-002,Audio,2023-W40,197.0,353.0,156,0,23,36.91,0.28
AU-002,Audio,2023-W41,143.0,156.0,488,475,33,36.91,0.28
AU-002,Audio,2023-W42,136.0,488.0,352,0,30,36.91,0.28
AU-002,Audio,2023-W43,171.0,352.0,181,0,28,36.91,0.28
AU-002,Audio,2023-W44,141.0,,515,475,36,36.91,0.28
AU-002,Audio,2023-W45,369.0,515.0,146,0,28,36.91,0.28
AU-002,Audio,2023-W46,146.0,146.0,475,475,28,36.91,0.28
AU-002,Audio,2023-W47,197.0,475.0,278,0,23,36.91,0.28
AU-002,Audio,2023-W48,153.0,278.0,600,475,30,36.91,0.28
AU-002,Audio,2023-W49,206.0,600.0,394,0,33,36.91,0.28
AU-002,Audio,2023-W50,190.0,,204,0,25,36.91,0.28
AU-002,Audio,2023-W51,174.0,204.0,505,475,22,36.91,0.28
AU-002,Aud.,2023-W52,191.0,505.0,314,0,36,36.91,0.28
AU-002,Audio,2024-W01,90.0,314.0,699,475,25,36.91,0.28
AU-002,Audio,2024-W02,75.0,699.0,624,0,40,36.91,0.28
AU-002,Audio,2024-W03,72.0,624.0,552,0,35,36.91,0.28
AU-002,Audio,2024-W04,,552.0,467,0,25,36.91,0.28
AU-002,Audio,2024-W05,52.0,467.0,415,0,29,36.91,0.28
AU-002,Audio,2024-W06,81.0,415.0,334,0,40,36.91,0.28
AU-002,Audio,2024-W07,62.0,334.0,272,0,44,36.91,0.28
AU-002,Audio,2024-W08,86.0,272.0,661,475,30,36.91,0.28
AU-002,Audio,2024W09,67.0,661.0,594,0,30,36.91,0.28
AU-002,Audio,2024-W10,88.0,594.0,506,0,34,36.91,0.28
AU-002,Audio,2024-W11,59.0,506.0,447,0,37,36.91,0.28
AU-002,Audio,2024-W12,86.0,447.0,361,0,32,36.91,0.28
AU-002,Audio,2024-W13,74.0,361.0,287,0,21,36.91,0.28
AU-002,Audio,2024-W14,80.0,287.0,682,475,29,36.91,0.28
AU-002,Audio,2024-W15,51.0,682.0,631,0,33,36.91,0.28
AU-002,Audio,2024-W16,98.0,631.0,533,0,22,36.91,0.28
AU-002,Audio,2024-W17,58.0,533.0,475,0,25,36.91,0.28
AU-002,Audio,2024-W18,79.0,475.0,396,0,26,36.91,0.28
AU-002,Audio,2024-W19,,396.0,318,0,29,36.91,0.28
AU-002,Audio,2024-W20,52.0,318.0,266,0,19,36.91,0.28
AU-002,Audio,2024-W21,25.0,266.0,716,475,34,36.91,0.28
AU-002,Audio,2024-W22,79.0,716.0,637,0,35,36.91,0.28
AU-002,Audio,2024-W23,56.0,637.0,581,0,28,36.91,0.28
AU-002,Audio,2024-W24,83.0,581.0,498,0,24,36.91,0.28
AU-002,Audio,2024-W25,48.0,498.0,450,0,40,36.91,0.28
AU-002,Audio,2024-W26,106.0,450.0,344,0,25,36.91,0.28
AU-002,Audio,2024-W27,89.0,344.0,255,0,24,36.91,0.28
AU-002,Audio,2024-W28,59.0,255.0,671,475,40,36.91,0.28
AU-002,Audio,2024-W29,46.0,671.0,625,0,26,36.91,0.28
AU-002,Audio,2024-W30,80.0,625.0,545,0,39,36.91,0.28
AU-002,Audio,2024-W31,96.0,545.0,449,0,16,36.91,0.28
AU-002,Audio,2024-W32,79.0,449.0,370,0,28,36.91,0.28
AU-002,Audio,2024-W33,74.0,370.0,296,0,32,36.91,0.28
AU-002,Audio,2024-W34,51.0,296.0,720,475,25,36.91,0.28
AU-002,Audio,2024-W35,88.0,720.0,632,0,32,36.91,0.28
AU-002,Audio,2024-W36,82.0,632.0,550,0,25,36.91,0.28
AU-002,Audio,2024-W37,76.0,550.0,474,0,33,36.91,0.28
AU-002,Audio,2024-W38,79.0,474.0,395,0,20,36.91,0.28
AU-002,Audio,2024-W39,54.0,395.0,341,0,17,36.91,0.28
AU-002,Audio,2024-W40,216.0,,125,0,33,36.91,0.28
AU-002,Audio,2024-W41,154.0,125.0,446,475,24,36.91,0.28
AU-002,Audio,2024-W42,135.0,446.0,311,0,35,36.91,0.28
AU-002,Audio,2024-W43,233.0,311.0,553,475,23,36.91,0.28
AU-002,Audio,2024-W44,254.0,553.0,299,0,28,36.91,0.28
AU-002,Audio,2024-W45,225.0,299.0,549,475,38,36.91,0.28
AU-002,Audio,2024-W46,197.0,549.0,352,0,30,36.91,0.28
AU-002,Audio,2024-W47,168.0,352.0,184,0,16,36.91,0.28
AU-002,Audio,2024-W48,169.0,184.0,490,475,24,36.91,0.28
AU-002,Audio,2024-W49,102.0,490.0,388,0,24,36.91,0.28
AU-002,Audio,2024-W50,137.0,388.0,251,0,35,36.91,0.28
AU-002,Audio,2024-W51,116.0,251.0,610,475,22,36.91,0.28
AU-002,Audio,2024-W52,167.0,610.0,443,0,18,36.91,0.28
AU-002,Audio,2025-W01,66.0,443.0,377,0,16,36.91,0.28
AU-002,Audio,2025-W02,97.0,377.0,280,0,25,36.91,0.28
AU-002,Audio,2025-W03,78.0,280.0,677,475,34,36.91,0.28
AU-002,Audio,2025-W04,64.0,677.0,613,0,25,36.91,0.28
AU-002,Aud.,2025W05,58.0,613.0,555,0,20,36.91,0.28
AU-002,Audio,2025W06,60.0,555.0,495,0,24,36.91,0.28
AU-002,Audio,2025-W07,71.0,495.0,424,0,30,36.91,0.28
AU-002,Audio,2025-W08,61.0,424.0,363,0,30,36.91,0.28
AU-002,Audio Products,2025-W09,88.0,363.0,275,0,24,36.91,0.28
AU-002,Audio,2025-W10,63.0,275.0,687,475,28,36.91,0.28
AU-002,Audio,2025-W11,75.0,687.0,612,0,29,36.91,0.28
AU-002,Audio,2025-W12,110.0,612.0,502,0,28,36.91,0.28
AU-002,Audio,2025-W13,66.0,502.0,436,0,21,36.91,0.28
AU-002,Audio,2025-W14,62.0,436.0,374,0,17,36.91,0.28
AU-002,Audio,2025-W15,97.0,374.0,277,0,12,36.91,0.28
AU-002,Audio,2025-W16,88.0,277.0,664,475,21,36.91,0.28
AU-002,Audio,2025-W17,69.0,664.0,595,0,21,36.91,0.28
AU-002,Audio,2025-W18,107.0,,488,0,28,36.91,0.28
AU-002,Audio,2025-W19,94.0,488.0,394,0,37,36.91,0.28
AU-002,Audio,2025-W20,82.0,394.0,312,0,19,36.91,0.28
AU-002,Audio,2025-W21,74.0,312.0,713,475,22,36.91,0.28
AU-002,Audio,2025-W22,69.0,713.0,644,0,27,36.91,0.28
AU-002,Audio,2025-W23,76.0,644.0,568,0,30,36.91,0.28
AU-002,Audio,2025-W24,90.0,568.0,478,0,27,36.91,0.28
AU-002,Audio,2025-W25,87.0,478.0,391,0,24,36.91,0.28
AU-002,Audio,2025-W26,105.0,391.0,286,0,24,36.91,0.28
AU-002,Audio,2025-W27,102.0,286.0,659,475,17,36.91,0.28
AU-002,Audio,2025-W28,71.0,659.0,588,0,25,36.91,0.28
AU-002,Audio,2025-W29,84.0,588.0,504,0,34,36.91,0.28
AU-002,Audio,2025-W30,54.0,504.0,450,0,20,36.91,0.28
AU-002,Audio,2025-W31,51.0,450.0,399,0,37,36.91,0.28
AU-002,Audio,2025-W32,85.0,399.0,314,0,20,36.91,0.28
AU-002,Audio,2025-W33,70.0,314.0,719,475,36,36.91,0.28
AU-002,Audio,2025-W34,73.0,719.0,646,0,25,36.91,0.28
AU-002,Audio,2025-W35,63.0,646.0,583,0,20,36.91,0.28
AU-0i2,Audio,2025-W36,102.0,583.0,481,0,39,36.91,0.28
AU-002,Audio,2025-W37,59.0,481.0,422,0,37,36.91,0.28
AU-002,Audio,2025-W38,69.0,422.0,353,0,31,36.91,0.28
AU-002,Audio,2025-W39,107.0,353.0,246,0,26,36.91,0.28
AU-002,Audio,2025-W40,145.0,246.0,576,475,33,36.91,0.28
AU-002,Audio,2025-W40,145.0,246.0,576,475,33,36.91,0.28
AU-002,Audio,2025-W41,114.0,576.0,462,0,36,36.91,0.28
AU-002,Audio,2025-W42,164.0,462.0,298,0,23,36.91,0.28
AU-002,Audio,2025-W43,,298.0,639,475,18,36.91,0.28
AU-002,Audio,2025-W44,171.0,639.0,468,0,26,36.91,0.28
AU-002,Audio,2025-W45,174.0,468.0,294,0,27,36.91,0.28
AU-002,Audio,2025-W46,221.0,294.0,548,475,26,36.91,0.28
AU-002,Audio,2025-W47,184.0,548.0,364,0,22,36.91,0.28
AU-002,Audio,W48-2025,198.0,364.0,166,0,28,36.91,0.28
AU-002,Audio,2025-W49,219.0,166.0,422,475,44,36.91,0.28
AU-002,Audio Products,2025-W50,139.0,422.0,283,0,24,36.91,0.28
AU-002,Audio,2025-W51,148.0,283.0,610,475,32,36.91,0.28
AU-002,Audio,2025-W52,210.0,610.0,400,0,23,36.91,0.28
AU-003,Audio,2023-W01,104.0,764.0,660,0,27,65.39,0.28
AU-003,Audio,2023-W02,110.0,660.0,550,0,38,65.39,0.28
AU-003,Audio,2023-W03,89.0,550.0,461,0,16,65.39,0.28
AU-003,Audio,2023-W04,113.0,461.0,348,0,22,65.39,0.28
AU-003,Audio,2023-W05,92.0,348.0,829,573,33,65.39,0.28
AU-003,Audio,2023-W06,102.0,829.0,727,0,27,65.39,0.28
AU-003,Audio,2023-W07,81.0,727.0,646,0,7,65.39,0.28
AU-003,Audio,2023-W08,112.0,646.0,534,0,26,65.39,0.28
AU-003,Audio,2023-W09,131.0,534.0,403,0,30,65.39,0.28
AU-003,Audio,2023-W10,82.0,403.0,321,0,35,65.39,0.28
AU-003,Audio,2023-W11,123.0,321.0,771,573,26,65.39,0.28
AU-003,Audio,2023-W12,124.0,771.0,647,0,24,65.39,0.28
AU-003,Audio,2023-W13,99.0,647.0,548,0,31,65.39,0.28
AU-003,Audio,2023-W14,114.0,548.0,434,0,32,65.39,0.28
AU-003,Audio,2023-W15,87.0,434.0,347,0,35,65.39,0.28
AU-003,Audio,2023-W16,92.0,347.0,828,573,24,65.39,0.28
AU-003,Audio,2023-W17,82.0,828.0,746,0,41,65.39,0.28
AU-003,Audio,2023-W18,77.0,746.0,669,0,37,65.39,0.28
AU-003,Audio,2023-W19,68.0,669.0,601,0,31,65.39,0.28
AU-003,Audio,2023-W20,102.0,601.0,499,0,39,65.39,0.28
AU-003,Audio,2023-W21,79.0,499.0,420,0,21,65.39,0.28
AU-003,Audio,2023-W22,92.0,420.0,328,0,39,65.39,0.28
AU-003,Audio,2023-W23,74.0,328.0,827,573,9,65.39,0.28
AU-003,Audio,2023-W24,97.0,827.0,730,0,34,65.39,0.28
AU-003,Audio,2023-W25,71.0,730.0,659,0,33,65.39,0.28
AU-003,Audio,2023-W26,70.0,659.0,589,0,26,65.39,0.28
AU-003,Audio,2023-W27,113.0,589.0,476,0,19,65.39,0.28
AU-004,Audio,2023-W28,99.0,476.0,377,0,36,65.39,0.28
AU-003,Audio,2023-W29,106.0,377.0,844,573,22,65.39,0.28
AU-003,Audio,2023-W30,131.0,844.0,713,0,32,65.39,0.28
AU-003,Audio,2023-W31,51.0,713.0,662,0,34,65.39,0.28
AU-003,Audio,2023-W32,81.0,662.0,581,0,29,65.39,0.28
AU-00u,Audio,2023-W33,119.0,581.0,462,0,24,65.39,0.28
AU-003,Audio,2023-W34,56.0,462.0,406,0,38,65.39,0.28
AU-003,Audio,2023-W35,,406.0,283,0,27,65.39,0.28
AU-003,Audio,2023-W36,116.0,283.0,740,573,25,65.39,0.28
AU-003,Audio,2023-W37,97.0,740.0,643,0,26,65.39,0.28
AU-003,Audio,2023-W38,87.0,643.0,556,0,30,65.39,0.28
AU-003,Audio,2023-W39,66.0,556.0,490,0,26,65.39,0.28
AU-003,Audio,2023-W40,206.0,490.0,284,0,40,65.39,0.28
AU-003,Audio  ,2023-W41,135.0,284.0,722,573,31,65.39,0.28
AU-003,Audio,2023-W41,135.0,284.0,722,573,31,65.39,0.28
AU-003,Audio,2023-W42,221.0,722.0,501,0,14,65.39,0.28
AU-003,Audio,2023-W43,210.0,501.0,291,0,34,65.39,0.28
AU-003,Audio,2023-W44,274.0,291.0,590,573,27,65.39,0.28
AU-003,Audio,2023-W45,310.0,590.0,280,0,29,65.39,0.28
AU-003,Audio,2023-W46,138.0,280.0,715,573,29,65.39,0.28
AU-003,Audio,2023-W47,173.0,715.0,542,0,23,65.39,0.28
AU-003,Audio,2023-W48,310.0,542.0,232,0,36,65.39,0.28
AU-003,Audio,2023-W49,136.0,232.0,669,573,30,65.39,0.28
AU-003,Audio,2023-W50,260.0,669.0,409,0,17,65.39,0.28
AU-003,Audio,2023-W51,194.0,409.0,215,0,28,65.39,0.28
AU-003,Audio,2023-W52,130.0,215.0,658,573,30,65.39,0.28
AU003,Audio,2024-W01,122.0,658.0,536,0,38,65.39,0.28
AU-003,Audio,2024-W2,-24.0,536.0,447,0,45,65.39,0.28
AU-003,Audio,2024-W03,46.0,447.0,401,0,30,65.39,0.28
AU-003,AUDIO,2024-W04,61.0,401.0,340,0,28,65.39,0.28
AU-003,Audio,2024-W05,83.0,340.0,830,573,31,65.39,0.28
